"id_gym";"type_gym";"name"
8864;"Gym with Swimming Pool";"Haringey"
16020;"Martial Arts Gym";"Tower Hamlets"
8393;"Smaller Gym";"Lewisham"
177;"Other types";"Tower Hamlets"
3021;"Gym with Swimming Pool";"Westminster"
4630;"Other types";"Barnet"
13963;"Martial Arts Gym";"Camden"
2234;"Other types";"Havering"
17880;"Gym with Swimming Pool";"Westminster"
924;"Health Clubs";"Haringey"
17540;"Smaller Gym";"Hounslow"
3217;"Social Gym";"Redbridge"
14361;"Social Gym";"Bromley"
10412;"Other types";"Harrow"
21054;"Health Clubs";"Havering"
1786;"Outdoors Installations Gym";"Wandsworth"
11516;"Other types";"Bexley"
9258;"Other types";"Barking and Dagenham"
7231;"Martial Arts Gym";"Havering"
5663;"Other types";"Hounslow"
1693;"Martial Arts Gym";"Hounslow"
13068;"Health Clubs";"Tower Hamlets"
9399;"Martial Arts Gym";"Bromley"
515;"Martial Arts Gym";"Harrow"
4890;"Other types";"Haringey"
8400;"Health Clubs";"Lewisham"
18884;"Health Clubs";"Westminster"
22617;"Health Clubs";"Ealing"
12197;"Other types";"Newham"
1907;"Dance Gym";"Haringey"
22491;"Other types";"Hounslow"
167;"Fitness Centers";"Tower Hamlets"
5323;"Martial Arts Gym";"Lambeth"
15274;"Outdoors Installations Gym";"Islington"
7800;"Dance Gym";"Hillingdon"
22243;"Other types";"Lewisham"
3810;"Martial Arts Gym";"Ealing"
1193;"Martial Arts Gym";"Waltham Forest"
1146;"Fitness Centers";"Tower Hamlets"
19142;"Other types";"Barking and Dagenham"
4448;"Health Clubs";"Bromley"
20554;"Dance Gym";"Kingston upon Thames"
22840;"Smaller Gym";"Westminster"
12917;"Outdoors Installations Gym";"Kensington and Chelsea"
14442;"Health Clubs";"Greenwich"
1186;"Fitness Centers";"Waltham Forest"
10301;"Fitness Centers";"Southwark"
12975;"Other types";"Camden"
9915;"Health Clubs";"Sutton"
17627;"Outdoors Installations Gym";"Wandsworth"
14030;"Martial Arts Gym";"Hackney"
10171;"Martial Arts Gym";"Havering"
8715;"Gym with Swimming Pool";"Merton"
4710;"Health Clubs";"Kingston upon Thames"
7995;"Fitness Centers";"Westminster"
5192;"Health Clubs";"Redbridge"
1455;"Smaller Gym";"Bromley"
20096;"Smaller Gym";"Newham"
9251;"Other types";"Barking and Dagenham"
9111;"Martial Arts Gym";"Tower Hamlets"
21402;"Health Clubs";"Bexley"
18080;"Other types";"Redbridge"
19701;"Dance Gym";"Enfield"
13211;"Martial Arts Gym";"Barking and Dagenham"
11614;"Outdoors Installations Gym";"Hounslow"
17642;"Gym with Swimming Pool";"Wandsworth"
23341;"Smaller Gym";"Greenwich"
7865;"Smaller Gym";"Haringey"
23099;"Other types";"Barking and Dagenham"
14834;"Other types";"Croydon"
10826;"Dance Gym";"Haringey"
15756;"Social Gym";"Enfield"
16968;"Other types";"Hackney"
17641;"Martial Arts Gym";"Wandsworth"
22494;"Other types";"Hounslow"
21422;"Other types";"NULL"
16042;"Outdoors Installations Gym";"Waltham Forest"
20489;"Other types";"Richmond upon Thames"
14725;"Other types";"Hillingdon"
14855;"Other types";"Sutton"
6489;"Other types";"Brent"
18910;"Other types";"Camden"
11444;"Social Gym";"Brent"
4028;"Other types";"Westminster"
18234;"Gym with Swimming Pool";"Islington"
11748;"Martial Arts Gym";"Ealing"
1895;"Other types";"Haringey"
23387;"Gym with Swimming Pool";"Bexley"
10851;"Other types";"Haringey"
87;"Other types";"Camden"
15060;"Smaller Gym";"Waltham Forest"
23334;"Martial Arts Gym";"Brent"
14189;"Smaller Gym";"Barking and Dagenham"
11373;"Gym with Swimming Pool";"Bromley"
8174;"Health Clubs";"Redbridge"
3539;"Martial Arts Gym";"Greenwich"
15996;"Other types";"Hackney"
7798;"Smaller Gym";"Ealing"
16275;"Social Gym";"Islington"
13619;"Health Clubs";"Kingston upon Thames"
7976;"Martial Arts Gym";"Kensington and Chelsea"
2811;"Martial Arts Gym";"Ealing"
23280;"Health Clubs";"Harrow"
3798;"Other types";"Ealing"
18906;"Other types";"Camden"
22033;"Fitness Centers";"Redbridge"
10075;"Martial Arts Gym";"Tower Hamlets"
2245;"Martial Arts Gym";"Havering"
15697;"Gym with Swimming Pool";"Ealing"
6487;"Other types";"Brent"
20133;"Health Clubs";"Barking and Dagenham"
22116;"Other types";"Barking and Dagenham"
21166;"Health Clubs";"Lambeth"
18197;"Martial Arts Gym";"Lambeth"
2042;"Gym with Swimming Pool";"Westminster"
8675;"Other types";"Kingston upon Thames"
12373;"Fitness Centers";"Bromley"
14196;"Gym with Swimming Pool";"Barking and Dagenham"
19198;"Fitness Centers";"Southwark"
23179;"Smaller Gym";"Southwark"
3854;"Other types";"Enfield"
18113;"Fitness Centers";"Newham"
22782;"Other types";"Sutton"
22308;"Health Clubs";"Harrow"
13729;"Social Gym";"Hillingdon"
9784;"Martial Arts Gym";"Hillingdon"
451;"Martial Arts Gym";"Lewisham"
9514;"Martial Arts Gym";"Bexley"
18620;"Health Clubs";"Wandsworth"
11003;"Other types";"Camden"
14585;"Fitness Centers";"Hounslow"
10697;"Fitness Centers";"Merton"
3819;"Dance Gym";"Ealing"
15376;"Gym with Swimming Pool";"Harrow"
6408;"Martial Arts Gym";"Lewisham"
9275;"Fitness Centers";"Lambeth"
21086;"Other types";"Newham"
21260;"Martial Arts Gym";"Lewisham"
11309;"Outdoors Installations Gym";"Islington"
22783;"Gym with Swimming Pool";"Sutton"
22512;"Other types";"Hounslow"
9257;"Other types";"Barking and Dagenham"
9808;"Martial Arts Gym";"Enfield"
17486;"Other types";"Barnet"
15926;"Health Clubs";"Camden"
18838;"Gym with Swimming Pool";"Kensington and Chelsea"
10626;"Gym with Swimming Pool";"Hounslow"
7779;"Other types";"Ealing"
1652;"Social Gym";"Richmond upon Thames"
8784;"Dance Gym";"Ealing"
6356;"Fitness Centers";"Southwark"
13825;"Other types";"Croydon"
3979;"Other types";"Kensington and Chelsea"
6157;"Dance Gym";"Waltham Forest"
22621;"Fitness Centers";"Ealing"
13072;"Martial Arts Gym";"Tower Hamlets"
373;"Martial Arts Gym";"Southwark"
9268;"Martial Arts Gym";"Barking and Dagenham"
15507;"Martial Arts Gym";"Barnet"
10173;"Social Gym";"Havering"
21560;"Outdoors Installations Gym";"Kingston upon Thames"
19100;"Martial Arts Gym";"Havering"
13417;"Other types";"Brent"
6769;"Martial Arts Gym";"Wandsworth"
11061;"Martial Arts Gym";"Hackney"
1116;"Smaller Gym";"Hackney"
2453;"Dance Gym";"Bromley"
11487;"Martial Arts Gym";"Greenwich"
5751;"Martial Arts Gym";"Wandsworth"
19712;"Martial Arts Gym";"Enfield"
9433;"Fitness Centers";"Harrow"
4283;"Fitness Centers";"Barking and Dagenham"
12008;"Other types";"Hammersmith and Fulham"
21076;"Social Gym";"Havering"
324;"Martial Arts Gym";"Barking and Dagenham"
400;"Gym with Swimming Pool";"Islington"
1996;"Outdoors Installations Gym";"Kensington and Chelsea"
17852;"Outdoors Installations Gym";"Kensington and Chelsea"
21160;"Social Gym";"Lambeth"
10158;"Other types";"Redbridge"
12361;"Other types";"Lewisham"
9;"Health Clubs";"Kensington and Chelsea"
2417;"Other types";"Lewisham"
12700;"Other types";"Wandsworth"
16947;"Health Clubs";"Hammersmith and Fulham"
18487;"Other types";"Barnet"
4726;"Martial Arts Gym";"Merton"
1557;"Martial Arts Gym";"Greenwich"
17434;"Other types";"Bexley"
2102;"Outdoors Installations Gym";"Hammersmith and Fulham"
18956;"Martial Arts Gym";"Hackney"
7551;"Other types";"Bexley"
22636;"Martial Arts Gym";"Hillingdon"
1842;"Other types";"Hillingdon"
4981;"Fitness Centers";"Kensington and Chelsea"
13405;"Martial Arts Gym";"Harrow"
17635;"Martial Arts Gym";"Wandsworth"
8435;"Health Clubs";"Bromley"
21271;"Other types";"Bromley"
8597;"Martial Arts Gym";"Barnet"
6675;"Outdoors Installations Gym";"Hounslow"
10149;"Other types";"Redbridge"
2844;"Outdoors Installations Gym";"Hillingdon"
5952;"Martial Arts Gym";"Sutton"
11539;"Martial Arts Gym";"Barnet"
10945;"Other types";"Westminster"
10888;"Health Clubs";"Sutton"
17706;"Dance Gym";"Hillingdon"
12167;"Health Clubs";"Havering"
15216;"Other types";"Lambeth"
8097;"Other types";"Hackney"
22466;"Dance Gym";"Richmond upon Thames"
12857;"Other types";"Croydon"
2981;"Fitness Centers";"Sutton"
21347;"Dance Gym";"Brent"
12122;"Smaller Gym";"Redbridge"
1087;"Health Clubs";"Hammersmith and Fulham"
20295;"Other types";"Bromley"
14026;"Other types";"Hackney"
11691;"Dance Gym";"Wandsworth"
656;"Health Clubs";"Barnet"
12963;"Health Clubs";"Camden"
23377;"Martial Arts Gym";"Bexley"
8289;"Martial Arts Gym";"Lambeth"
23491;"Health Clubs";"Hounslow"
8797;"Other types";"Hillingdon"
14742;"Other types";"Hillingdon"
2731;"Health Clubs";"Kingston upon Thames"
1776;"Smaller Gym";"Wandsworth"
16436;"Dance Gym";"Greenwich"
10690;"Other types";"Merton"
13456;"Outdoors Installations Gym";"Greenwich"
23641;"Martial Arts Gym";"Hillingdon"
1947;"Martial Arts Gym";"Croydon"
683;"Other types";"Richmond upon Thames"
18774;"Other types";"Croydon"
13675;"Other types";"Wandsworth"
15587;"Fitness Centers";"Kingston upon Thames"
20284;"Other types";"Bromley"
5291;"Dance Gym";"Barking and Dagenham"
9945;"Fitness Centers";"Kensington and Chelsea"
12258;"Health Clubs";"Lambeth"
3662;"Martial Arts Gym";"Richmond upon Thames"
6005;"Martial Arts Gym";"Westminster"
2929;"Dance Gym";"Croydon"
1382;"Martial Arts Gym";"Southwark"
21618;"Martial Arts Gym";"Wandsworth"
9418;"Other types";"Bromley"
14930;"Other types";"Camden"
16704;"Social Gym";"Hillingdon"
13463;"Outdoors Installations Gym";"Greenwich"
9397;"Other types";"Bromley"
14463;"Other types";"Bexley"
7514;"Health Clubs";"Greenwich"
10389;"Other types";"Bromley"
4203;"Other types";"Redbridge"
12104;"Martial Arts Gym";"Waltham Forest"
22018;"Smaller Gym";"Redbridge"
13113;"Gym with Swimming Pool";"Redbridge"
1516;"Social Gym";"Brent"
13008;"Smaller Gym";"Hammersmith and Fulham"
2529;"Martial Arts Gym";"Brent"
11157;"Martial Arts Gym";"Havering"
7953;"Martial Arts Gym";"Kensington and Chelsea"
11621;"Smaller Gym";"Hounslow"
7113;"Martial Arts Gym";"Tower Hamlets"
12352;"Other types";"Lewisham"
17103;"Martial Arts Gym";"Havering"
7889;"Dance Gym";"Haringey"
14417;"Other types";"Brent"
2393;"Smaller Gym";"Islington"
18269;"Smaller Gym";"Lewisham"
7012;"Other types";"Westminster"
21137;"Smaller Gym";"Barking and Dagenham"
9969;"Martial Arts Gym";"Westminster"
15028;"Fitness Centers";"Tower Hamlets"
6434;"Martial Arts Gym";"Bromley"
20009;"Martial Arts Gym";"Waltham Forest"
5100;"Outdoors Installations Gym";"Hackney"
13716;"Social Gym";"Ealing"
18518;"Fitness Centers";"Richmond upon Thames"
9441;"Outdoors Installations Gym";"Harrow"
16568;"Martial Arts Gym";"Hounslow"
16848;"Health Clubs";"Kensington and Chelsea"
11865;"Martial Arts Gym";"Croydon"
16322;"Martial Arts Gym";"Bromley"
573;"Other types";"Greenwich"
6236;"Other types";"Havering"
7081;"Martial Arts Gym";"Hackney"
22208;"Fitness Centers";"Islington"
19649;"Other types";"Ealing"
3773;"Fitness Centers";"Wandsworth"
6511;"Other types";"Brent"
21708;"Other types";"Enfield"
14544;"Other types";"Richmond upon Thames"
20662;"Social Gym";"Hillingdon"
15295;"Social Gym";"Lewisham"
16217;"Health Clubs";"Lambeth"
18892;"Outdoors Installations Gym";"Camden"
6387;"Fitness Centers";"Islington"
16729;"Dance Gym";"Enfield"
2818;"Smaller Gym";"Ealing"
8164;"Other types";"Redbridge"
22928;"Dance Gym";"Hackney"
4346;"Martial Arts Gym";"Southwark"
13523;"Outdoors Installations Gym";"Barnet"
2016;"Other types";"Westminster"
14396;"Martial Arts Gym";"Harrow"
17576;"Health Clubs";"Kingston upon Thames"
12967;"Martial Arts Gym";"Camden"
12290;"Martial Arts Gym";"Southwark"
12587;"Other types";"Richmond upon Thames"
6781;"Martial Arts Gym";"Ealing"
1838;"Dance Gym";"Hillingdon"
20917;"Martial Arts Gym";"Hammersmith and Fulham"
16053;"Other types";"Waltham Forest"
14613;"Other types";"Kingston upon Thames"
12808;"Other types";"Haringey"
9445;"Martial Arts Gym";"Harrow"
2050;"Martial Arts Gym";"Camden"
8098;"Other types";"Hackney"
13291;"Martial Arts Gym";"Islington"
6811;"Other types";"Hillingdon"
4429;"Fitness Centers";"Lewisham"
19139;"Social Gym";"Barking and Dagenham"
16771;"Social Gym";"Haringey"
12347;"Outdoors Installations Gym";"Lewisham"
19693;"Martial Arts Gym";"Hillingdon"
7723;"Martial Arts Gym";"Merton"
699;"Social Gym";"Hounslow"
5075;"Martial Arts Gym";"Hammersmith and Fulham"
14842;"Health Clubs";"Sutton"
9359;"Other types";"Islington"
19213;"Smaller Gym";"Southwark"
16215;"Martial Arts Gym";"Lambeth"
3623;"Other types";"Barnet"
7169;"Other types";"Waltham Forest"
12921;"Fitness Centers";"Kensington and Chelsea"
19616;"Health Clubs";"Wandsworth"
22533;"Martial Arts Gym";"Kingston upon Thames"
4462;"Other types";"Harrow"
22172;"Social Gym";"Southwark"
4881;"Fitness Centers";"Haringey"
5677;"Smaller Gym";"Hounslow"
15776;"Gym with Swimming Pool";"Haringey"
22780;"Fitness Centers";"Sutton"
14288;"Other types";"Islington"
9645;"Outdoors Installations Gym";"Hounslow"
17364;"Martial Arts Gym";"Harrow"
6521;"Dance Gym";"Greenwich"
21502;"Fitness Centers";"Hounslow"
9935;"Other types";"Kensington and Chelsea"
11979;"Health Clubs";"Camden"
10263;"Smaller Gym";"Lambeth"
13760;"Martial Arts Gym";"Enfield"
4785;"Health Clubs";"Ealing"
23647;"Smaller Gym";"Hillingdon"
17045;"Other types";"Waltham Forest"
14590;"Health Clubs";"Hounslow"
11889;"Gym with Swimming Pool";"Sutton"
2081;"Other types";"Hammersmith and Fulham"
5143;"Health Clubs";"Tower Hamlets"
5922;"Dance Gym";"Croydon"
16521;"Health Clubs";"Richmond upon Thames"
8692;"Martial Arts Gym";"Kingston upon Thames"
17778;"Smaller Gym";"Croydon"
9203;"Health Clubs";"Havering"
19790;"Health Clubs";"Sutton"
12118;"Health Clubs";"Waltham Forest"
22751;"Social Gym";"Croydon"
9539;"Gym with Swimming Pool";"Bexley"
20837;"Outdoors Installations Gym";"Westminster"
12182;"Martial Arts Gym";"Newham"
11026;"Health Clubs";"Hammersmith and Fulham"
14420;"Fitness Centers";"Brent"
17106;"Health Clubs";"Havering"
12302;"Smaller Gym";"Islington"
8139;"Outdoors Installations Gym";"Waltham Forest"
23205;"Social Gym";"Islington"
10627;"Martial Arts Gym";"Hounslow"
2541;"Martial Arts Gym";"Greenwich"
8213;"Other types";"Havering"
16723;"Other types";"Enfield"
6307;"Dance Gym";"Lambeth"
5481;"Gym with Swimming Pool";"Harrow"
18788;"Outdoors Installations Gym";"Croydon"
15711;"Other types";"Hillingdon"
8919;"Health Clubs";"Sutton"
2067;"Social Gym";"Camden"
17617;"Fitness Centers";"Merton"
22240;"Social Gym";"Lewisham"
18678;"Outdoors Installations Gym";"Hillingdon"
21452;"Health Clubs";"Barnet"
12030;"Health Clubs";"Hammersmith and Fulham"
20815;"Martial Arts Gym";"Kensington and Chelsea"
19742;"Martial Arts Gym";"Haringey"
7491;"Martial Arts Gym";"Brent"
18933;"Other types";"Hammersmith and Fulham"
4628;"Health Clubs";"Barnet"
17900;"Gym with Swimming Pool";"Camden"
9327;"Other types";"Southwark"
2235;"Other types";"Havering"
13460;"Martial Arts Gym";"Greenwich"
17343;"Other types";"Harrow"
19131;"Fitness Centers";"Newham"
5921;"Other types";"Croydon"
4538;"Fitness Centers";"Greenwich"
14354;"Other types";"Bromley"
7562;"Other types";"Bexley"
21262;"Other types";"Lewisham"
2583;"Other types";"Bexley"
12682;"Fitness Centers";"Wandsworth"
22835;"Gym with Swimming Pool";"Westminster"
17378;"Martial Arts Gym";"Brent"
21248;"Other types";"Lewisham"
12795;"Martial Arts Gym";"Enfield"
4660;"Martial Arts Gym";"Richmond upon Thames"
12208;"Martial Arts Gym";"Newham"
1274;"Other types";"Newham"
18530;"Health Clubs";"Hounslow"
1534;"Fitness Centers";"Brent"
19460;"Smaller Gym";"Barnet"
1352;"Martial Arts Gym";"Lambeth"
22779;"Other types";"Sutton"
13267;"Other types";"Southwark"
23121;"Dance Gym";"Barking and Dagenham"
5754;"Smaller Gym";"Wandsworth"
16803;"Smaller Gym";"Croydon"
17683;"Other types";"Hillingdon"
9250;"Health Clubs";"Barking and Dagenham"
4576;"Martial Arts Gym";"Bexley"
17984;"Gym with Swimming Pool";"Hackney"
23275;"Martial Arts Gym";"Bromley"
16112;"Martial Arts Gym";"Havering"
6335;"Martial Arts Gym";"Southwark"
15882;"Smaller Gym";"Kensington and Chelsea"
2282;"Dance Gym";"Newham"
22486;"Outdoors Installations Gym";"Hounslow"
14846;"Martial Arts Gym";"Sutton"
19041;"Martial Arts Gym";"Waltham Forest"
9997;"Gym with Swimming Pool";"Camden"
22448;"Dance Gym";"Barnet"
2413;"Health Clubs";"Lewisham"
8267;"Health Clubs";"Barking and Dagenham"
23670;"Martial Arts Gym";"Enfield"
21340;"Other types";"Brent"
17094;"Outdoors Installations Gym";"Havering"
10920;"Health Clubs";"Kensington and Chelsea"
4946;"Martial Arts Gym";"Sutton"
22332;"Fitness Centers";"Brent"
10139;"Dance Gym";"Redbridge"
9330;"Gym with Swimming Pool";"Southwark"
11358;"Martial Arts Gym";"Lewisham"
7642;"Outdoors Installations Gym";"Richmond upon Thames"
2001;"Dance Gym";"Kensington and Chelsea"
8937;"Outdoors Installations Gym";"Kensington and Chelsea"
20405;"Smaller Gym";"Bexley"
7987;"Health Clubs";"Westminster"
7810;"Martial Arts Gym";"Hillingdon"
5267;"Other types";"Newham"
18169;"Martial Arts Gym";"Lambeth"
11489;"Martial Arts Gym";"Greenwich"
11323;"Other types";"Islington"
11848;"Other types";"Croydon"
18589;"Smaller Gym";"Merton"
10226;"Other types";"Barking and Dagenham"
14691;"Health Clubs";"Ealing"
12199;"Other types";"Newham"
14014;"Martial Arts Gym";"Hackney"
19405;"Martial Arts Gym";"Greenwich"
5863;"Martial Arts Gym";"Enfield"
14712;"Smaller Gym";"Ealing"
1476;"Health Clubs";"Bromley"
12480;"Other types";"Greenwich"
9790;"Other types";"Hillingdon"
14464;"Other types";"Bexley"
10119;"Health Clubs";"Waltham Forest"
23063;"Other types";"Newham"
9340;"Martial Arts Gym";"Islington"
6530;"Other types";"Greenwich"
19010;"Other types";"Tower Hamlets"
3531;"Other types";"Brent"
16503;"Other types";"Barnet"
12274;"Martial Arts Gym";"Southwark"
22136;"Fitness Centers";"Lambeth"
6147;"Other types";"Tower Hamlets"
3205;"Other types";"Redbridge"
10769;"Health Clubs";"Hillingdon"
12317;"Martial Arts Gym";"Islington"
3591;"Dance Gym";"NULL"
4274;"Smaller Gym";"Newham"
14022;"Other types";"Hackney"
12383;"Martial Arts Gym";"Bromley"
4355;"Martial Arts Gym";"Southwark"
5329;"Fitness Centers";"Lambeth"
18905;"Martial Arts Gym";"Camden"
17863;"Other types";"Kensington and Chelsea"
1619;"Martial Arts Gym";"NULL"
8338;"Martial Arts Gym";"Southwark"
2455;"Smaller Gym";"Bromley"
14628;"Martial Arts Gym";"Kingston upon Thames"
3698;"Martial Arts Gym";"Hounslow"
3715;"Martial Arts Gym";"Kingston upon Thames"
18120;"Health Clubs";"Newham"
3017;"Outdoors Installations Gym";"Westminster"
19671;"Social Gym";"Hillingdon"
22564;"Other types";"Merton"
11378;"Fitness Centers";"Bromley"
7928;"Outdoors Installations Gym";"Sutton"
21827;"Martial Arts Gym";"Kensington and Chelsea"
19001;"Other types";"Tower Hamlets"
2026;"Martial Arts Gym";"Westminster"
14293;"Martial Arts Gym";"Islington"
4644;"Gym with Swimming Pool";"Richmond upon Thames"
18097;"Smaller Gym";"Havering"
16182;"Other types";"Barking and Dagenham"
2544;"Outdoors Installations Gym";"Greenwich"
2715;"Martial Arts Gym";"Kingston upon Thames"
5405;"Dance Gym";"Lewisham"
11274;"Dance Gym";"Lambeth"
19373;"Health Clubs";"Brent"
10214;"Outdoors Installations Gym";"Newham"
3032;"Smaller Gym";"Westminster"
20846;"Dance Gym";"Westminster"
21047;"Health Clubs";"Redbridge"
3774;"Gym with Swimming Pool";"Wandsworth"
23197;"Other types";"Islington"
15524;"Martial Arts Gym";"Richmond upon Thames"
9365;"Outdoors Installations Gym";"Lewisham"
19484;"Other types";"Barnet"
11753;"Other types";"Hillingdon"
22313;"Martial Arts Gym";"Harrow"
554;"Social Gym";"Greenwich"
14365;"Other types";"Bromley"
